id_location,id_country,id_state,ds_city,latitude,longitude,division,regional
LOCA01319,US,CA,Hayward,35.804024,-118.761941,Central/Northeast,Bay Area
LOCA01320,US,CA,Sunnyvale,35.74814,-118.985293,Central/Northeast,Bay Area
LOCA01322,US,CA,Pasadena,35.946238,-118.710573,Central/Northeast,Bay Area
LOCA01323,US,CA,Sacramento,35.767223,-119.061287,Central/Northeast,Bay Area
LOCA01324,US,CA,Fresno,36.281682,-118.780696,Central/Northeast,Bay Area
LOCA01325,US,CA,Bakersfield,36.190243,-119.145258,Central/Northeast,Bay Area
LOCA01326,US,CA,Stockton,35.802533,-118.898814,Central/Northeast,Bay Area
LOCA01327,US,CA,Modesto,36.257626,-118.965942,Central/Northeast,Bay Area
LOCA01328,US,CA,Riverside,36.042968,-119.132013,Central/Northeast,Bay Area
LOCA01329,US,CA,San Bernardino,36.161696,-119.187774,Central/Northeast,Bay Area
LOCA01330,US,CA,Fontana,35.894208,-119.044738,Central/Northeast,Bay Area
LOCA01331,US,CA,Moreno Valley,36.004566,-119.154554,Central/Northeast,Bay Area
LOCA01332,US,CA,Oxnard,35.768902,-118.933628,Central/Northeast,Bay Area
LOCA01333,US,CA,Pomona,35.873178,-118.951257,Central/Northeast,Bay Area
LOCA01335,US,CA,Escondido,35.792618,-119.011316,Central/Northeast,Bay Area
LOCA01336,US,CA,Hayward,36.019554,-119.268906,Central/Northeast,Bay Area
LOCA01337,US,CA,Sunnyvale,35.901963,-119.219351,Central/Northeast,Bay Area
LOCA01338,US,CA,Pasadena,35.738025,-118.706024,Central/Northeast,Bay Area
LOCA01339,US,CA,Sacramento,35.893412,-118.814075,Central/Northeast,Bay Area
LOCA01340,US,CA,Fresno,35.852784,-118.891098,Central/Northeast,Bay Area
LOCA01341,US,CA,Bakersfield,36.156137,-118.942617,Central/Northeast,Bay Area
LOVA01342,US,VA,Chesapeake,37.482946,-79.052895,South/Southeast,Virginia Coast
LOVA01343,US,VA,Richmond,37.409321,-78.742283,South/Southeast,Virginia Coast
LOTN01346,US,TN,Chattanooga,36.198372,-85.720984,West,Tennessee Valley
LOTN01347,US,TN,Clarksville,35.774578,-85.86148,West,Tennessee Valley
LOTN01348,US,TN,Murfreesboro,36.263004,-86.19126,West,Tennessee Valley
LOTN01349,US,TN,Franklin,35.739898,-85.855328,West,Tennessee Valley
LOTN01350,US,TN,Johnson City,36.044684,-85.794903,West,Tennessee Valley
LOTN01351,US,TN,Bartlett,35.783863,-85.82284,West,Tennessee Valley
LOTN01352,US,TN,Hendersonville,35.820976,-86.201806,West,Tennessee Valley
LOTN01353,US,TN,Kingsport,35.798559,-85.811255,West,Tennessee Valley
LOTN01354,US,TN,Jackson,36.099118,-85.986161,West,Tennessee Valley
LOMO01361,US,MO,Joplin,38.415298,-91.77368,Central/Northeast,Midwest
LOMO01362,US,MO,Florissant,38.435467,-91.81004,Central/Northeast,Midwest
LONY01368,US,NY,Utica,42.963481,-76.073833,Central/Northeast,Long Island
LOIL01370,US,IL,Bolingbrook,40.977608,-89.119173,Central/Northeast,Missouri Valley
LOCA01372,US,CA,Stockton,36.148566,-118.998368,Central/Northeast,Greater LA
LOTN01383,US,TN,Nashville,35.839328,-85.760255,West,Tennessee Valley
LOTN01384,US,TN,Memphis,35.930335,-85.973868,West,Tennessee Valley
LOIL01385,US,IL,Springfield,41.243883,-88.925457,Central/Northeast,Chicago Metro
LOTN01392,US,TN,Knoxville,35.770139,-85.736101,West,Tennessee Valley
LOTN01396,US,TN,Chattanooga,36.076625,-86.099057,West,Tennessee Valley
LOTN01397,US,TN,Clarksville,35.783563,-85.823585,West,Tennessee Valley
LOTN01398,US,TN,Murfreesboro,36.072044,-85.979923,West,Tennessee Valley
LOTN01399,US,TN,Franklin,36.236336,-85.826842,West,Tennessee Valley
LOTN01400,US,TN,Johnson City,35.791005,-86.112967,West,Tennessee Valley
LOTN01401,US,TN,Bartlett,35.849093,-85.853632,West,Tennessee Valley
LOTN01402,US,TN,Hendersonville,35.720119,-85.958066,West,Tennessee Valley
LOTN01403,US,TN,Kingsport,36.157475,-85.773941,West,Tennessee Valley
LOTN01404,US,TN,Jackson,35.905249,-85.807246,West,Tennessee Valley
LOTN01405,US,TN,Nashville,35.766379,-85.792129,West,Tennessee Valley
LOTN01406,US,TN,Memphis,35.776493,-86.061628,West,Tennessee Valley
LOTN01407,US,TN,Knoxville,36.178377,-86.21005,West,Tennessee Valley
LOTN01408,US,TN,Chattanooga,35.837551,-85.866648,West,Tennessee Valley
LOTN01409,US,TN,Clarksville,36.132022,-85.915311,West,Tennessee Valley
LOTX01411,US,TX,Beaumont,30.116369,-96.974365,South/Southeast,Texas Gulf
LOCA01412,US,CA,Modesto,35.851079,-119.092582,Central/Northeast,Central Valley
LOCA01415,US,CA,Riverside,35.808959,-118.75493,Central/Northeast,Greater LA
LONY01417,US,NY,Schenectady,43.050035,-76.059489,Central/Northeast,New York Metro
LONY01418,US,NY,Mount Vernon,42.977203,-75.73163,Central/Northeast,Upstate NY
LOCA01435,US,CA,San Bernardino,35.792011,-118.948262,Central/Northeast,Central Valley
LOCA01436,US,CA,Fontana,36.003533,-118.933127,Central/Northeast,Bay Area
LOCA01437,US,CA,Moreno Valley,35.710866,-118.776726,Central/Northeast,Bay Area
LOCA01438,US,CA,Oxnard,36.259271,-118.96092,Central/Northeast,Bay Area
LOWA01439,US,WA,Kirkland,47.61799,-119.7465,West,Pacific Northwest
LOIL01440,US,IL,Rockford,41.124343,-89.208477,South/Southeast,Chicago Metro
LONC01458,US,NC,Greensboro,35.545773,-78.935971,West,Carolinas Interior
LONY01477,US,NY,Binghamton,42.954478,-75.858133,Central/Northeast,Upstate NY
LONY01478,US,NY,Niagara Falls,43.26062,-75.744659,Central/Northeast,Upstate NY
LONY01479,US,NY,Buffalo,42.970504,-76.232057,Central/Northeast,Upstate NY
LONY01480,US,NY,Rochester,43.290905,-75.796661,Central/Northeast,New York Metro
LONY01481,US,NY,Yonkers,42.774798,-75.747495,Central/Northeast,New York Metro
LOIL01487,US,IL,Joliet,41.221938,-88.988697,Central/Northeast,Chicago Metro
LOIL01488,US,IL,Naperville,41.054765,-89.060598,Central/Northeast,Chicago Metro
LOIL01489,US,IL,Peoria,40.732857,-89.098882,Central/Northeast,Chicago Metro
LOIL01490,US,IL,Elgin,41.181712,-89.297221,Central/Northeast,Chicago Metro
LOIL01491,US,IL,Waukegan,40.9001,-89.061099,Central/Northeast,Chicago Metro
LOIL01492,US,IL,Cicero,41.022437,-88.748087,Central/Northeast,Chicago Metro
LOCA01493,US,CA,Pomona,35.907808,-119.091828,Central/Northeast,Bay Area
LOCA01494,US,CA,Escondido,36.142501,-119.028669,Central/Northeast,Bay Area
LOIL01498,US,IL,Champaign,40.834763,-89.028536,Central/Northeast,Chicago Metro
LONC01499,US,NC,Durham,35.284514,-79.194168,West,Carolinas Interior
LONC01500,US,NC,Winston-Salem,35.499021,-79.048645,West,Carolinas Interior
LOWA01501,US,WA,Bellevue,47.748908,-120.082564,West,Pacific Northwest
LOWA01503,US,WA,Everett,47.548353,-119.920641,West,Pacific Northwest
LOWA01504,US,WA,Yakima,47.207857,-119.901878,West,Pacific Northwest
LOWA01505,US,WA,Bellingham,47.306822,-119.723358,West,Pacific Northwest
LOWA01506,US,WA,Marysville,47.289198,-120.051226,West,Pacific Northwest
LOWA01507,US,WA,Redmond,47.25121,-119.701875,West,Pacific Northwest
LOWA01508,US,WA,Lakewood,47.501317,-119.942769,West,Pacific Northwest
LOWA01509,US,WA,Spokane,47.240246,-119.850024,West,Pacific Northwest
LOWA01510,US,WA,Tacoma,47.325943,-119.761167,West,Pacific Northwest
LOWA01511,US,WA,Vancouver,47.323084,-120.185587,West,Pacific Northwest
LOWA01512,US,WA,Bellevue,47.22193,-120.01676,West,Pacific Northwest
LOCA01518,US,CA,Hayward,36.038905,-119.260575,Central/Northeast,Central Valley
LOCA01519,US,CA,Sunnyvale,36.165317,-119.028027,Central/Northeast,Central Valley
LOCA01522,US,CA,Pasadena,36.014634,-119.035542,Central/Northeast,Central Valley
LOTN01526,US,TN,Murfreesboro,35.940458,-85.964216,West,Nashville Metro
LOTN01527,US,TN,Franklin,35.793144,-86.190843,West,Nashville Metro
LOCA01528,US,CA,Sacramento,36.217071,-118.732331,Central/Northeast,Greater LA
LOCA01530,US,CA,Fresno,35.923986,-119.137553,Central/Northeast,Greater LA
LOWA01531,US,WA,Kennewick,47.5864,-120.054759,West,Pacific Northwest
LOIL01536,US,IL,Bloomington,40.715232,-89.206308,Central/Northeast,Missouri Valley
LOIL01537,US,IL,Decatur,41.129583,-88.904646,Central/Northeast,Missouri Valley
LOIL01538,US,IL,Aurora,40.716258,-89.166817,Central/Northeast,Chicago Metro
LOIL01539,US,IL,Evanston,40.838645,-88.896864,Central/Northeast,Midwest Interior
LOIL01540,US,IL,Schaumburg,40.711826,-89.237535,Central/Northeast,Midwest Interior
LOIL01552,US,IL,Bolingbrook,41.17995,-89.192873,Central/Northeast,Midwest Interior
LONY01553,US,NY,Syracuse,43.091648,-76.15709,Central/Northeast,New York Metro
LONY01556,US,NY,Albany,42.759665,-76.154097,Central/Northeast,Upstate NY
LOTN01558,US,TN,Johnson City,36.13336,-85.786582,West,Tennessee Valley
LOTN01559,US,TN,Bartlett,36.198132,-86.06169,West,Tennessee Valley
LOTN01560,US,TN,Hendersonville,36.100851,-86.177009,West,Tennessee Valley
LOIL01583,US,IL,Springfield,40.875889,-88.762199,Central/Northeast,Missouri Valley
LOIL01584,US,IL,Rockford,40.707801,-89.248695,Central/Northeast,Missouri Valley
LOIL01587,US,IL,Joliet,40.824732,-89.284081,Central/Northeast,Kansas City
LOCA01588,US,CA,Bakersfield,35.808861,-118.950175,Central/Northeast,Bay Area
LOCA01589,US,CA,Stockton,35.952855,-118.764397,Central/Northeast,Bay Area
LOCA01590,US,CA,Modesto,36.190466,-119.09491,Central/Northeast,Bay Area
LOCA01591,US,CA,Riverside,35.855654,-119.072185,Central/Northeast,Bay Area
LOCA01592,US,CA,San Bernardino,36.054177,-119.139162,Central/Northeast,Bay Area
LOCA01593,US,CA,Fontana,36.074489,-119.054353,Central/Northeast,Bay Area
LOCA01594,US,CA,Moreno Valley,36.031228,-119.038324,Central/Northeast,Bay Area
LOCA01595,US,CA,Oxnard,35.876679,-118.730928,Central/Northeast,Bay Area
LOCA01596,US,CA,Pomona,36.158163,-119.215932,Central/Northeast,Bay Area
LOCA01597,US,CA,Escondido,36.221081,-119.007541,Central/Northeast,Bay Area
LOCA01598,US,CA,Hayward,36.236731,-118.820087,Central/Northeast,Bay Area
LOCA01599,US,CA,Sunnyvale,35.955128,-119.286518,Central/Northeast,Bay Area
LOCA01600,US,CA,Pasadena,35.861206,-118.975019,Central/Northeast,Bay Area
LOCA01601,US,CA,Sacramento,36.080087,-119.145267,Central/Northeast,Bay Area
LOCA01603,US,CA,Fresno,35.783614,-118.799042,Central/Northeast,Bay Area
LOCA01604,US,CA,Bakersfield,36.290641,-118.984586,Central/Northeast,Bay Area
LOIL01610,US,IL,Naperville,40.803008,-89.136616,Central/Northeast,Chicago Metro
LOWA01618,US,WA,Renton,47.211034,-119.751421,West,Puget Sound
LOWA01619,US,WA,Kirkland,47.270651,-119.95409,West,Puget Sound
LONY01620,US,NY,New Rochelle,42.864433,-75.967493,Central/Northeast,Upstate NY
LONY01621,US,NY,White Plains,43.090852,-75.802155,Central/Northeast,Upstate NY
LONY01622,US,NY,Troy,42.823853,-76.293403,Central/Northeast,Upstate NY
LOCA01629,US,CA,Stockton,35.782131,-118.759989,Central/Northeast,Bay Area
LOCA01630,US,CA,Modesto,36.224334,-118.941552,Central/Northeast,Bay Area
LOCA01631,US,CA,Riverside,36.06031,-118.900978,Central/Northeast,Bay Area
LOCA01632,US,CA,San Bernardino,35.805223,-118.751353,Central/Northeast,Bay Area
LOCA01633,US,CA,Fontana,35.951262,-119.070117,Central/Northeast,Bay Area
LOCA01634,US,CA,Moreno Valley,36.011351,-119.27182,Central/Northeast,Bay Area
LOCA01635,US,CA,Oxnard,35.79977,-118.85718,Central/Northeast,Bay Area
LOCA01636,US,CA,Pomona,35.749679,-118.938109,Central/Northeast,Bay Area
LOCA01637,US,CA,Escondido,35.847209,-119.066423,Central/Northeast,Bay Area
LOCA01638,US,CA,Hayward,35.873216,-119.086596,Central/Northeast,Bay Area
LOCA01639,US,CA,Sunnyvale,36.131428,-119.121727,Central/Northeast,Bay Area
LOCA01640,US,CA,Pasadena,36.039843,-119.01437,Central/Northeast,Bay Area
LOCA01641,US,CA,Sacramento,36.098203,-118.737902,Central/Northeast,Bay Area
LOCA01642,US,CA,Fresno,36.139543,-119.171036,Central/Northeast,Bay Area
LOCA01643,US,CA,Bakersfield,35.71871,-119.142642,Central/Northeast,Bay Area
LOCA01644,US,CA,Stockton,36.057047,-119.269145,Central/Northeast,Bay Area
LOCA01645,US,CA,Modesto,35.99782,-118.941894,Central/Northeast,Bay Area
LOCA01646,US,CA,Riverside,35.900546,-118.837453,Central/Northeast,Bay Area
LOCA01647,US,CA,San Bernardino,35.763959,-119.254917,Central/Northeast,Bay Area
LOCA01648,US,CA,Fontana,36.136913,-119.002705,Central/Northeast,Bay Area
LOCA01649,US,CA,Moreno Valley,36.113041,-119.039104,Central/Northeast,Bay Area
LOCA01650,US,CA,Oxnard,35.847841,-118.808539,Central/Northeast,Bay Area
LOCA01651,US,CA,Pomona,36.17965,-118.883182,Central/Northeast,Bay Area
LOCA01652,US,CA,Escondido,35.863287,-118.945862,Central/Northeast,Bay Area
LOCA01653,US,CA,Hayward,35.916584,-119.245051,Central/Northeast,Bay Area
LOCA01654,US,CA,Sunnyvale,36.250388,-119.217909,Central/Northeast,Bay Area
LOIL01658,US,IL,Peoria,41.270142,-89.032397,Central/Northeast,Midwest Interior
LONC01670,US,NC,Fayetteville,35.31108,-78.974859,West,Carolinas Interior
LOTN01674,US,TN,Kingsport,36.223768,-85.860665,West,Nashville Metro
LOTN01676,US,TN,Jackson,36.183937,-85.90473,West,Nashville Metro
LOTN01677,US,TN,Nashville,36.115366,-85.790483,West,Nashville Metro
LOTN01678,US,TN,Memphis,35.849801,-86.006345,West,Nashville Metro
LOTN01683,US,TN,Knoxville,35.832726,-85.707399,West,Tennessee Valley
LOWA01684,US,WA,Bellevue,47.766436,-120.276344,West,Pacific Northwest
LOWA01685,US,WA,Everett,47.623345,-119.744851,West,Pacific Northwest
LOWA01686,US,WA,Yakima,47.308345,-119.959233,West,Pacific Northwest
LOWA01687,US,WA,Bellingham,47.749293,-120.279632,West,Pacific Northwest
LOWA01689,US,WA,Marysville,47.618452,-120.121591,West,Pacific Northwest
LOWA01690,US,WA,Redmond,47.754638,-119.717365,West,Pacific Northwest
LOWA01691,US,WA,Lakewood,47.76656,-120.015471,West,Pacific Northwest
LOWA01692,US,WA,Spokane,47.717226,-119.79327,West,Pacific Northwest
LOWA01693,US,WA,Tacoma,47.39146,-119.802651,West,Pacific Northwest
LOWA01694,US,WA,Vancouver,47.222205,-119.942238,West,Pacific Northwest
LOWA01695,US,WA,Bellevue,47.338005,-120.22766,West,Pacific Northwest
LOWA01696,US,WA,Kennewick,47.246172,-119.882227,West,Pacific Northwest
LONC01697,US,NC,Cary,35.403925,-78.86514,West,Carolinas Interior
LOCA01699,US,CA,Pasadena,35.739214,-119.110826,Central/Northeast,Sacramento Valley
LOIL01703,US,IL,Elgin,41.023695,-88.825566,Central/Northeast,Missouri Valley
LOIL01704,US,IL,Waukegan,40.891252,-88.924465,Central/Northeast,Missouri Valley
LOIL01705,US,IL,Cicero,41.231587,-88.930482,Central/Northeast,Missouri Valley
LOIL01706,US,IL,Champaign,40.839776,-89.28536,Central/Northeast,Missouri Valley
LOIL01707,US,IL,Bloomington,41.222059,-89.287238,Central/Northeast,Missouri Valley
LOIL01708,US,IL,Decatur,41.224821,-88.982638,Central/Northeast,Missouri Valley
LOTN01709,US,TN,Chattanooga,36.263441,-85.82073,West,Tennessee Valley
LONC01718,US,NC,Wilmington,35.79876,-79.089573,West,Carolinas Interior
LONY01727,US,NY,Utica,43.160313,-76.058841,Central/Northeast,Upstate NY
LOCA01730,US,CA,Sacramento,35.987925,-118.923497,Central/Northeast,Greater LA
LOCA01731,US,CA,Fresno,36.224206,-118.70955,Central/Northeast,Greater LA
LOCA01733,US,CA,Bakersfield,36.160964,-119.04934,Central/Northeast,Greater LA
LOCA01734,US,CA,Stockton,35.952814,-118.857451,Central/Northeast,Central Valley
LOCA01735,US,CA,Modesto,35.843266,-119.233716,Central/Northeast,Central Valley
LOCA01736,US,CA,Riverside,35.912773,-119.127657,Central/Northeast,Central Valley
LOCA01737,US,CA,San Bernardino,35.877785,-119.159835,Central/Northeast,Central Valley
LOCA01738,US,CA,Fontana,35.725256,-119.289276,Central/Northeast,Central Valley
LOCA01739,US,CA,Moreno Valley,36.292633,-119.043336,Central/Northeast,Central Valley
LOCA01740,US,CA,Oxnard,35.930596,-118.892212,Central/Northeast,Central Valley
LOCA01741,US,CA,Pomona,35.830952,-118.730023,Central/Northeast,Central Valley
LOCA01742,US,CA,Escondido,36.171807,-119.246353,Central/Northeast,Central Valley
LOCA01743,US,CA,Hayward,35.950548,-118.772529,Central/Northeast,Central Valley
LOCA01744,US,CA,Sunnyvale,36.266839,-119.019559,Central/Northeast,Central Valley
LOCA01745,US,CA,Pasadena,36.068047,-119.19978,Central/Northeast,Central Valley
LOCA01746,US,CA,Sacramento,36.294701,-119.160997,Central/Northeast,Central Valley
LOCA01747,US,CA,Fresno,36.265639,-118.910212,Central/Northeast,Central Valley
LOCA01748,US,CA,Bakersfield,36.064642,-118.992387,Central/Northeast,Central Valley
LOCA01749,US,CA,Stockton,35.838402,-119.194083,Central/Northeast,Central Valley
LOCA01750,US,CA,Modesto,35.832292,-119.188137,Central/Northeast,Central Valley
LOCA01751,US,CA,Riverside,36.167751,-119.089925,Central/Northeast,Central Valley
LOCA01752,US,CA,San Bernardino,35.734706,-118.718538,Central/Northeast,Central Valley
LOCA01757,US,CA,Fontana,36.230272,-118.743349,Central/Northeast,Bay Area
LOCA01758,US,CA,Moreno Valley,36.296945,-119.195663,Central/Northeast,Bay Area
LOCA01759,US,CA,Oxnard,35.937745,-118.845057,Central/Northeast,Bay Area
LOCA01760,US,CA,Pomona,36.117612,-119.207662,Central/Northeast,Bay Area
LOCA01765,US,CA,Escondido,36.1895,-119.165336,Central/Northeast,Bay Area
LOCA01766,US,CA,Hayward,35.834291,-118.977815,Central/Northeast,Bay Area
LOCA01767,US,CA,Sunnyvale,36.055764,-118.951948,Central/Northeast,Bay Area
LOCA01768,US,CA,Pasadena,35.754892,-118.773523,Central/Northeast,Bay Area
LOCA01769,US,CA,Sacramento,35.85936,-119.222291,Central/Northeast,Bay Area
LOCA01770,US,CA,Fresno,36.233249,-118.726609,Central/Northeast,Bay Area
LOCA01771,US,CA,Bakersfield,36.217277,-118.81429,Central/Northeast,Bay Area
LOCA01772,US,CA,Stockton,36.093145,-118.969486,Central/Northeast,Bay Area
LOCA01773,US,CA,Modesto,35.752192,-119.054928,Central/Northeast,Bay Area
LOCA01774,US,CA,Riverside,35.923613,-119.144148,Central/Northeast,Bay Area
LOCA01775,US,CA,San Bernardino,36.134052,-119.002475,Central/Northeast,Bay Area
LONY01784,US,NY,Schenectady,42.748628,-76.16789,Central/Northeast,New York Metro
LONY01785,US,NY,Mount Vernon,43.109955,-76.254321,Central/Northeast,New York Metro
LONY01786,US,NY,Binghamton,43.210724,-76.002912,Central/Northeast,New York Metro
LONY01787,US,NY,Niagara Falls,42.988352,-75.944555,Central/Northeast,New York Metro
LONY01788,US,NY,Buffalo,43.194809,-76.091314,Central/Northeast,New York Metro
LONY01789,US,NY,Rochester,43.10681,-75.960561,Central/Northeast,New York Metro
LONY01790,US,NY,Yonkers,42.860217,-75.772822,Central/Northeast,New York Metro
LONY01791,US,NY,Syracuse,43.178456,-75.904929,Central/Northeast,New York Metro
LONY01792,US,NY,Albany,43.210349,-75.779623,Central/Northeast,New York Metro
LONY01793,US,NY,New Rochelle,43.125018,-75.797792,Central/Northeast,New York Metro
LONY01794,US,NY,White Plains,43.118483,-75.891916,Central/Northeast,New York Metro
LONY01795,US,NY,Troy,43.071167,-75.84837,Central/Northeast,New York Metro
LONY01796,US,NY,Utica,42.795163,-75.771478,Central/Northeast,New York Metro
LONY01797,US,NY,Schenectady,43.223106,-76.282452,Central/Northeast,New York Metro
LONY01798,US,NY,Mount Vernon,43.19549,-76.222678,Central/Northeast,New York Metro
LONY01799,US,NY,Binghamton,42.901071,-75.853895,Central/Northeast,New York Metro
LONY01800,US,NY,Niagara Falls,42.796456,-75.80922,Central/Northeast,New York Metro
LONY01801,US,NY,Buffalo,43.199281,-75.995519,Central/Northeast,New York Metro
LONY01802,US,NY,Rochester,42.703832,-76.127777,Central/Northeast,New York Metro
LONY01803,US,NY,Yonkers,43.070156,-75.711288,Central/Northeast,New York Metro
LONY01804,US,NY,Syracuse,43.079088,-76.144118,Central/Northeast,New York Metro
LONY01805,US,NY,Albany,43.080403,-75.976009,Central/Northeast,New York Metro
LONY01807,US,NY,New Rochelle,43.167907,-76.235812,Central/Northeast,New York Metro
LONY01808,US,NY,White Plains,43.156617,-75.97524,Central/Northeast,New York Metro
LONY01809,US,NY,Troy,43.277795,-76.094877,Central/Northeast,New York Metro
LONY01810,US,NY,Utica,43.079573,-75.740783,Central/Northeast,New York Metro
LONY01811,US,NY,Schenectady,42.761506,-75.737663,Central/Northeast,New York Metro
LONY01812,US,NY,Mount Vernon,43.112731,-76.259298,Central/Northeast,New York Metro
LONY01814,US,NY,Binghamton,42.880578,-75.875097,Central/Northeast,New York Metro
LONY01815,US,NY,Niagara Falls,42.74041,-75.950698,Central/Northeast,New York Metro
LONY01816,US,NY,Buffalo,42.90753,-75.927451,Central/Northeast,New York Metro
LONY01817,US,NY,Rochester,42.727445,-75.777078,Central/Northeast,New York Metro
LONY01818,US,NY,Yonkers,43.284093,-75.718673,Central/Northeast,New York Metro
LONY01819,US,NY,Syracuse,43.149791,-76.221948,Central/Northeast,New York Metro
LONY01820,US,NY,Albany,43.154958,-76.285248,Central/Northeast,New York Metro
LONY01821,US,NY,New Rochelle,42.713274,-76.105834,Central/Northeast,New York Metro
LONY01822,US,NY,White Plains,42.993186,-75.837756,Central/Northeast,New York Metro
LONY01823,US,NY,Troy,43.109977,-76.032458,Central/Northeast,New York Metro
LONY01824,US,NY,Utica,42.864176,-75.701725,Central/Northeast,New York Metro
LONY01825,US,NY,Schenectady,42.955709,-76.029168,Central/Northeast,New York Metro
LONY01826,US,NY,Mount Vernon,42.798174,-75.823114,Central/Northeast,New York Metro
LONY01827,US,NY,Binghamton,43.116209,-76.167538,Central/Northeast,New York Metro
LONY01828,US,NY,Niagara Falls,42.749429,-75.8917,Central/Northeast,New York Metro
LONY01829,US,NY,Buffalo,43.092707,-76.136044,Central/Northeast,New Jersey
LONY01830,US,NY,Rochester,43.270518,-76.209365,Central/Northeast,New Jersey
LONY01831,US,NY,Yonkers,42.959401,-75.73383,Central/Northeast,New Jersey
LONY01832,US,NY,Syracuse,42.951836,-75.916884,Central/Northeast,New Jersey
LONY01833,US,NY,Albany,42.938557,-76.135471,Central/Northeast,New Jersey
LONY01834,US,NY,New Rochelle,43.290387,-76.0544,Central/Northeast,New Jersey
LONY01835,US,NY,White Plains,43.23646,-76.162027,Central/Northeast,New Jersey
LONY01836,US,NY,Troy,42.827863,-76.28132,Central/Northeast,New Jersey
LONY01837,US,NY,Utica,43.091,-76.078884,Central/Northeast,New Jersey
LONY01838,US,NY,Schenectady,43.218615,-76.016074,Central/Northeast,New Jersey
LONY01839,US,NY,Mount Vernon,43.280916,-76.188685,Central/Northeast,New Jersey
LONY01841,US,NY,Binghamton,43.221174,-75.834042,Central/Northeast,Long Island
LONY01842,US,NY,Niagara Falls,43.162553,-75.79313,Central/Northeast,Long Island
LONY01843,US,NY,Buffalo,43.156614,-75.924268,Central/Northeast,Long Island
LONY01844,US,NY,Rochester,42.778747,-76.280484,Central/Northeast,Long Island
LONY01845,US,NY,Yonkers,43.252509,-75.93001,Central/Northeast,Long Island
LONY01846,US,NY,Syracuse,43.177922,-76.011087,Central/Northeast,Long Island
LONY01847,US,NY,Albany,42.770385,-76.224889,Central/Northeast,Long Island
LONY01848,US,NY,New Rochelle,43.111339,-76.041816,Central/Northeast,Long Island
LONY01849,US,NY,White Plains,42.820315,-76.005043,Central/Northeast,Long Island
LONY01850,US,NY,Troy,42.738525,-75.950817,Central/Northeast,Long Island
LONY01852,US,NY,Utica,42.861396,-75.821465,Central/Northeast,New York Metro
LONY01853,US,NY,Schenectady,42.886217,-76.026868,Central/Northeast,New Jersey
LONY01854,US,NY,Mount Vernon,42.706972,-76.256532,Central/Northeast,New York Metro
LONY01855,US,NY,Binghamton,42.935496,-76.012037,Central/Northeast,New York Metro
LONC01856,US,NC,High Point,35.560012,-79.125002,West,Carolinas Interior
LONC01857,US,NC,Concord,35.616989,-78.783927,West,Carolinas Interior
LONC01858,US,NC,Gastonia,35.667911,-79.276229,West,Carolinas Interior
LOWA01859,US,WA,Renton,47.488304,-120.237042,West,Puget Sound
LOWA01860,US,WA,Kirkland,47.345227,-119.708002,West,Puget Sound
LOWA01861,US,WA,Bellevue,47.285497,-120.000667,West,Puget Sound
LOIL01862,US,IL,Aurora,41.070893,-88.878521,Central/Northeast,Chicago Metro
LOMO01863,US,MO,Kansas City,38.535789,-92.294137,Central/Northeast,Midwest
LOMO01864,US,MO,St. Louis,38.395877,-91.989373,Central/Northeast,Midwest
LOMO01865,US,MO,Springfield,38.25272,-92.089624,Central/Northeast,Midwest
LOMO01866,US,MO,Columbia,38.219922,-92.252853,Central/Northeast,Midwest
LOWA01868,US,WA,Everett,47.438154,-120.220371,West,Eastern WA
LOCA01870,US,CA,Fontana,36.040525,-118.886321,Central/Northeast,Bay Area
LOCA01871,US,CA,Moreno Valley,36.180352,-119.17991,Central/Northeast,Sacramento Valley
LOTX01872,US,TX,Pasadena,29.80049,-97.237259,South/Southeast,Texas Gulf
LOTX01874,US,TX,Austin,30.081858,-96.876115,South/Southeast,Southeast
LOTX01875,US,TX,San Antonio,29.718952,-96.738273,South/Southeast,Southeast
LOTX01876,US,TX,Dallas,29.731183,-96.975222,South/Southeast,Southeast
LOTX01877,US,TX,Fort Worth,30.125436,-96.777419,South/Southeast,Southeast
LOTX01878,US,TX,Plano,30.128452,-96.818963,South/Southeast,Southeast
LOTX01879,US,TX,Arlington,29.90367,-96.811105,South/Southeast,Southeast
LOTX01880,US,TX,Lubbock,29.748069,-96.76311,South/Southeast,Southeast
LOTX01881,US,TX,Laredo,30.028555,-96.809621,South/Southeast,Southeast
LOTX01882,US,TX,Irving,29.971391,-96.913853,South/Southeast,Southeast
LOTX01883,US,TX,Garland,30.015842,-96.861046,South/Southeast,Southeast
LOTX01884,US,TX,Amarillo,29.748978,-97.263789,South/Southeast,Southeast
LOIL01885,US,IL,Evanston,40.848262,-89.204273,Central/Northeast,Chicago Metro
LOWA01896,US,WA,Yakima,47.72307,-120.168472,West,Eastern WA
LOWA01897,US,WA,Bellingham,47.785519,-120.097863,West,Eastern WA
LOMO01900,US,MO,Independence,38.309271,-91.826181,Central/Northeast,Midwest
LOIL01902,US,IL,Schaumburg,41.095225,-89.001083,Central/Northeast,Chicago Metro
LOIL01903,US,IL,Bolingbrook,41.033218,-88.868479,Central/Northeast,Chicago Metro
LOIL01904,US,IL,Springfield,40.837073,-88.7022,Central/Northeast,Chicago Metro
LOIL01905,US,IL,Rockford,41.284876,-88.909805,Central/Northeast,Chicago Metro
LOIL01906,US,IL,Joliet,40.819725,-88.891863,Central/Northeast,Chicago Metro
